Augustów,Biała,Białystok,Bielsko-Biała,Boguchwała,Borsukowizna,Bydgoszcz,Bytów,Chojnów,Działdowo,Dąbki,Dębica,Elbląg,Ełk,Gdańsk,Gdynia,Goczałkowice-Zdrój,Gorzów Wielkopolski,Grajewo,Jarosław,Jastrzębie-Zdrój,Jasło,Jelenia Góra,Kalisz,Katowice,Konstancin-Jeziorna,Kołobrzeg,Kościan,Kościerzyna,Kraków,Krosno,Kudowa-Zdrój,Kutno,Kędzierzyn-Koźle,Kłodzko,Legionowo,Lublin,Lubsko,Mielec,Nakło nad Notecią,Nisko,Olsztyn,Opole,Otwock,Piastów,Poznań,Połaniec,Przemyśl,Pułtusk,Płock,Racibórz,Radom,Radomsko,Rymanów-Zdrój,Rzeszów,Siedlce,Skarżysko-Kamienna,Sopot,Starachowice,Strzelce Opolskie,Suwałki,Szczecin,Tarnów,Toruń,Warszawa,Wrocław,Wschowa,Włocławek,Zamość,Zgierz,Zielona Góra,Złoty Potok,Łagów,Łask,Łuków,Łódź,Świecie,Żary,Żyrardów,Żywiec
28.394609164420483,18.453940217391306,17.89953801035261,27.30483870967742,12.911155913978494,9.043145161290322,18.679269639215136,11.002950310559006,25.451605995717344,34.135620437956206,10.815994623655914,30.40140449438202,15.791397849462365,14.045430107526881,14.887635133176826,15.806317204301076,30.471908602150535,20.136021505376345,16.058277254374158,25.45309139784946,28.90981182795699,19.15357624831309,23.274865591397848,24.50739247311828,28.96525537634409,16.828763440860214,10.760834454912517,30.387348586810226,20.05134770889488,25.793271556722765,19.795035460992906,21.948701298701298,25.41265141318977,26.15295698924731,32.61989247311828,20.16733870967742,22.481989247311827,26.68524332810047,33.08682795698925,23.57809139784946,23.170698924731184,18.509408602150536,37.83924731182796,21.780053908355793,20.522081575246133,22.498275273224042,29.553106508875743,22.501749663526244,19.28534946236559,18.128494623655914,28.46008064516129,21.62371273712737,27.923076923076923,12.689516129032258,25.112031924760164,22.70351351351351,35.58391502276176,14.320698924731182,27.589617486338796,23.384251968503936,13.171639784946237,13.016868279569891,22.276415094339622,19.093528505392914,19.48541154723841,22.421706989247312,16.924193548387098,26.956317204301076,22.233467741935485,34.63812754409769,13.48695054945055,17.117456021650877,22.970698924731185,27.577762803234503,22.58508064516129,19.651556156968876,16.77231012658228,14.326315789473684,20.357085020242916,27.978542510121457
17.23755395683453,16.783453237410072,13.11464929085165,18.899552906110284,16.890935251798563,5.5247838616714695,15.389735653789646,10.060057471264368,23.72791366906475,25.005028735632184,10.327155172413793,19.855637982195848,14.195689655172416,15.070977011494252,13.688997870668981,16.865086206896553,18.80919540229885,13.840287769784172,12.052155172413793,19.316091954022987,20.367672413793102,11.82809667673716,13.50617816091954,18.61925287356322,21.498706896551724,13.602305475504323,10.515606936416185,20.740229885057474,14.032183908045976,20.877234140563306,9.44075187969925,15.554022988505748,20.687752161383283,13.536206896551725,18.799712643678163,16.914367816091954,17.857040229885058,12.44008620689655,18.41537356321839,19.729454022988506,19.04135446685879,16.142241379310345,24.423952095808385,15.650862068965518,15.961063218390803,19.16349676724138,18.825403817914832,20.950287356321837,16.253591954022987,15.890517241379309,19.512356321839082,18.35028735632184,17.05875613747954,9.941582733812949,18.064230860932295,17.735775862068966,24.829117647058823,13.1808908045977,18.071014492753623,12.315827338129496,12.393103448275863,11.287309703960968,16.091120815138282,14.940836940836942,15.30003525630285,15.291930319210874,14.532183908045976,23.604597701149423,18.49211678832117,23.898548621190127,13.368374816983895,13.30231548480463,20.014676258992807,18.641235632183907,17.31221264367816,15.920893371757925,13.101294964028776,8.419617224880383,17.75330459770115,24.08706896551724
21.023655913978494,23.16072874493927,19.148883003613175,27.127187079407808,17.973655913978494,10.113480055020633,23.227707526089834,18.203763440860214,29.271639784946235,29.739650537634407,22.656317204301075,26.096356275303645,19.011021505376345,18.61061827956989,20.259553992168314,23.082321187584345,24.749193548387098,28.565456989247313,18.304070556309362,22.304032258064517,26.774596774193547,13.813495276653171,19.934320323014806,28.02113055181696,27.723989764685452,19.268236877523552,17.863575268817204,29.4619623655914,21.405913978494624,26.78133942059895,11.927208976157083,17.769220430107527,28.675672043010753,20.068145161290325,24.095295698924733,22.576344086021503,25.754166666666666,20.143530997304584,23.95255376344086,26.612113055181695,21.766935483870967,21.38938172043011,22.69407806191117,21.76048387096774,21.60497311827957,27.009535811607932,24.17043010752688,23.729609690444143,22.24543010752688,22.519086021505377,25.914112903225803,23.949932341001354,25.729815745393637,11.811693548387096,22.971931596418717,26.525706594885598,29.59418918918919,20.292162162162164,25.332974427994618,19.27978436657682,14.62643051771117,27.125430993936234,18.49287634408602,22.365545087483174,21.26752101065966,22.639678215314262,23.108467741935485,32.875100942126515,24.451023391812864,29.89233870967742,27.689058171745152,20.778301886792452,22.69420485175202,29.803908355795148,24.08037634408602,21.43548387096774,18.560752688172045,25.18722222222222,25.47152496626181,28.353737658674188
12.006119610570236,11.726153846153847,11.376128497984894,16.261735419630156,13.76986111111111,4.990655509065551,10.872241589244908,12.759027777777778,14.88875,13.654938271604937,10.845555555555556,12.568907563025212,9.926666666666666,10.550833333333333,14.82196380800038,15.510833333333332,12.319054242002782,9.848333333333333,11.450277777777778,12.45276595744681,15.609166666666667,7.973653566229985,9.886527777777777,13.47125,16.042569444444442,10.318497913769123,7.5404210526315785,11.803059805285118,15.712361111111111,14.68764150395165,7.492982456140351,8.651743375174338,15.289722222222222,9.398472222222221,11.32630014858841,11.688022284122562,14.33375350140056,7.772638888888889,13.245416666666667,12.080972222222222,11.574373259052924,12.789583333333333,8.440555555555555,11.910277777777777,11.884431977559608,12.942280945757997,13.767222222222221,13.023194444444446,11.672083333333333,11.159305555555555,14.532695139911636,14.071529745042493,13.500443131462333,7.704861111111111,13.302089711824658,13.660639777468706,14.622083333333332,13.549999999999999,12.318055555555556,8.417688022284121,9.11736111111111,11.532681832250077,10.360972222222221,13.816527777777777,12.099573939395531,10.849026425591099,9.713055555555554,15.937222222222221,13.85034867503487,14.085376044568244,14.02563025210084,11.42,11.972905027932962,14.162222222222221,14.833333333333334,9.441337386018237,9.221944444444444,11.412633181126333,11.645682451253482,13.569861111111111
11.827989130434782,11.647067448680351,10.64330590780807,12.600943396226414,10.836737804878048,5.28733153638814,10.223366235665358,11.936382536382535,11.882960893854749,8.880779569892473,12.275908479138627,8.29921875,7.504166666666667,9.212516823687752,13.889852150537635,13.688306451612904,9.268328840970351,10.410854816824965,10.181275440976934,8.46532258064516,12.818413978494624,5.314647887323944,8.234677419354838,12.68266129032258,12.339095192345017,8.286827956989248,9.647499999999999,9.270564516129033,11.348247978436657,12.010551075268818,5.005167173252279,7.239697802197802,12.897043010752688,8.028532974427995,7.951478494623656,9.503494623655914,10.483288409703505,7.067876344086022,10.232930107526881,9.92016129032258,9.269770580296896,12.66989247311828,7.345833333333333,9.967338709677419,9.081854838709678,11.565013187259078,10.100806451612904,10.668682795698924,9.776344086021506,9.85268817204301,12.169137466307278,11.177747252747253,11.029230769230768,5.613440860215054,10.210589279918475,9.884767277856136,9.439650537634408,13.15268817204301,10.322102425876011,7.478812415654521,8.967833109017498,11.807459677419356,7.649865591397849,12.922471910112359,9.692054902259164,10.112764899464779,7.546370967741935,13.11576819407008,10.153504043126684,8.741655172413793,18.892276422764226,8.578231292517007,9.698519515477793,11.236789772727272,11.236792452830189,10.557142857142857,9.996370967741935,12.66760752688172,9.669589041095891,9.23965053763441
10.770555555555555,10.427475592747559,10.036006080707574,11.518051575931233,10.862534818941505,5.335923753665689,9.018226213750406,10.33091922005571,12.551805555555555,7.6786111111111115,10.716527777777777,12.0025,9.34,8.136805555555556,11.591209040739283,12.38875,9.108134642356243,9.69025069637883,8.9202416918429,7.247285714285715,12.975938803894298,7.761959654178675,9.513333333333334,12.278333333333332,14.237655488763162,8.660195530726257,8.209861111111111,9.262988826815644,9.83518776077886,12.176944444444445,5.500289855072464,9.964051355206848,12.115416666666667,8.28875,8.053611111111111,9.115694444444445,11.376805555555556,7.565416666666668,9.987751004016063,8.870277777777778,11.121527777777779,11.35589519650655,4.954444444444444,9.758333333333333,9.370972222222223,10.657430555555555,9.142677824267782,10.924861111111111,8.981223922114047,9.628571428571428,12.248948106591865,11.48861111111111,11.789057750759879,6.938525730180807,9.152887439817368,13.71958041958042,9.0025,11.565690376569037,9.562517482517482,8.548256624825664,6.9406944444444445,10.855607688070506,7.973888888888888,11.877083333333333,9.899317559926319,9.969547615265707,11.144505494505493,10.050268336314849,10.226286509040333,9.009800664451827,15.520612813370473,9.74,9.552580195258018,10.541029207232267,11.616852367688022,9.704166666666667,9.399166666666666,8.615577190542421,9.168097281831187,8.459999999999999
8.171370967741936,8.373719676549866,8.030909560931057,11.30067385444744,11.409164420485176,4.167127071823204,7.740821722789567,8.309677419354838,11.028827586206896,6.240728476821192,8.775537634408602,12.104441453566622,8.284005376344087,6.369892473118279,8.637012113055182,9.751560379918589,9.03048780487805,7.992818428184282,6.757748538011696,8.18481182795699,12.359677419354838,8.735071090047393,7.453763440860215,10.261725067385445,12.998248151172813,6.791790040376851,6.204704301075269,7.233602150537634,7.435618279569893,11.932661290322581,6.986938202247191,8.740575539568345,10.564959568733153,7.623609226594302,6.478091397849462,8.077115117891818,10.448418156808803,5.5803698435277385,10.108648648648648,7.831713900134953,11.20349932705249,9.50625,2.8420698924731185,8.613911845730028,8.038828337874659,8.737634408602151,9.75849315068493,11.54670255720054,8.207795698924732,7.900403225806451,11.126379542395693,10.175815217391303,12.568107302533534,7.93606998654105,9.506988158983065,,8.17983870967742,9.028532974427995,6.971563342318059,7.273387096774193,7.801617250673854,8.818951612903227,9.951182197496523,10.13257065948856,8.293149612341855,8.790310162459093,6.290483619344774,7.90739247311828,10.134274193548386,8.683736559139785,10.8835800807537,8.804993252361674,8.53485868102288,9.060512129380053,9.107692307692307,7.758681022880215,7.421639784946236,7.812096774193548,7.428897849462366,8.372275641025642
10.336693548387096,9.652989130434783,10.281335982904869,13.07327935222672,12.68600269179004,5.555585464333782,9.19474905358467,9.90524193548387,13.215322580645163,6.403897849462366,10.683602150537634,14.26505376344086,9.734139784946237,7.832148626817448,10.381184964429917,11.481401617250675,10.404911323328786,9.440460081190798,8.774731182795698,9.858095238095238,14.09313593539704,8.998397435897436,9.37258064516129,12.873387096774193,14.772916666666667,8.193145161290323,7.357661290322581,9.222043010752689,8.208064516129033,12.825123710774633,7.253015427769985,9.952602739726027,12.240725806451614,9.262936046511628,7.820217096336499,9.005376344086022,12.916666666666666,7.33763440860215,12.819131614654003,9.63257065948856,12.872983870967742,11.946774193548386,6.9135935397039034,9.8,9.390591397849462,10.620161290322581,12.175940860215054,12.971639784946236,9.411837455830389,10.782907133243606,12.63373819163293,11.917204301075268,14.252373887240356,8.358546433378196,10.66233235814849,,11.305376344086023,10.992857142857142,8.216553595658073,9.128667563930014,10.137722908093277,10.78763440860215,7.895967741935484,11.795182481751825,10.02993134315821,12.430353820573671,7.204301075268817,8.569858156028369,12.243254520166898,10.93257065948856,13.275718849840256,11.338575268817204,10.226522327469553,10.717227456258412,10.356720430107526,9.851478494623656,8.183870967741935,9.846685472496475,9.493405114401078,10.648924731182795
16.715416666666666,13.872206703910615,15.057595441413193,14.315972222222221,14.537413073713491,10.468079096045198,13.415436046511628,13.480555555555556,16.09402777777778,11.830319888734353,14.222253129346313,16.58736111111111,14.200833333333334,13.501388888888888,14.250926418439715,15.312916666666666,12.361891515994438,14.21763888888889,14.294846796657383,13.884773060029282,16.19361111111111,11.880253878702398,11.491155492154066,17.357799442896937,16.795833333333334,12.70906432748538,11.275867052023122,14.167552447552447,11.479861111111111,14.972137807139546,8.337209302325581,8.095810055865922,16.649305555555557,12.187441860465116,11.095417348608839,13.684166666666668,18.224930362116993,10.360709219858157,16.477222222222224,14.441364902506963,13.918888888888889,15.639440993788819,9.14826147426982,13.41138888888889,13.688842398884239,13.230664192417004,17.744081632653064,15.655602240896359,15.01875,14.335277777777778,15.17242339832869,15.653651685393259,15.207934131736526,9.9725,13.985685429866585,,15.261158192090395,14.849509116409537,16.310795454545453,11.020694444444445,14.673981900452487,15.462357231533208,11.592500000000001,16.995811518324608,15.090839199779495,14.485697970553124,10.039916550764952,16.52,16.98546511627907,14.973055555555556,19.249786628733997,13.546314325452016,14.444583333333334,15.606862745098038,14.018041958041957,13.98484419263456,9.157361111111111,13.35452016689847,14.392222222222221,11.344722222222222
16.968102288021534,14.845850340136055,13.993812654943824,20.755945945945946,16.423655913978497,5.624764468371467,15.285406277472209,9.825672043010753,22.855525606469,20.525000000000002,11.906854838709679,20.88342391304348,13.71733870967742,12.516532258064515,12.904082548227905,13.936559139784945,21.42782258064516,14.472690217391303,12.369179004037685,15.586290322580647,22.638709677419357,14.108412483039348,13.677897574123989,19.584005376344088,20.32950268817204,13.757277628032345,10.302857142857142,19.24045261669024,13.457795698924732,16.930712365591397,10.380559440559441,15.115235457063713,20.15800807537012,12.995295698924732,16.550806451612903,16.339300134589504,21.48216216216216,12.264665757162346,19.178507462686568,17.55134770889488,18.68763440860215,14.791232876712328,12.907357357357355,17.688963660834453,15.15222072678331,15.377427986411654,18.630282637954238,17.301344086021505,16.425606469002695,14.95608108108108,20.76635262449529,17.613524590163934,17.313636363636363,8.686021505376344,14.216596718717588,,23.19084791386272,12.366037735849057,17.397027027027026,13.262045760430688,10.751009421265142,13.0723939564972,11.17016129032258,13.732925170068029,16.099998090406203,16.297196152894784,12.533064516129032,20.935945945945946,17.443472409152086,22.542395693135937,16.264714086471407,13.939650537634408,15.427125506072874,17.828129205921936,15.50013458950202,16.03983849259758,12.62436069986541,11.593252361673414,16.474123989218327,20.90108108108108
